-0.031067688	-0.028378997	-0.06176603	-0.0778703	-0.059620816	0.02999833	-0.0766336	0.043253664	0.09247646	0.03962381	0.015094175	-0.11461326	-0.07050456	0.014843623	-0.109995395	-0.01881203
-0.034113947	-0.04564055	-0.09590457	-0.05651835	-0.06003224	0.01190929	-0.06650937	0.00051577913	0.08790962	0.048704065	0.0047041983	-0.089092426	-0.018341245	0.011701054	-0.11152251	0.01256835
-0.098517545	-0.087403	-0.077228874	0.05381488	-0.045029536	0.063932925	-0.043605585	-0.0052257893	0.127459	0.07485966	0.0019702716	-0.12381846	-0.02756365	-0.087780416	-0.082062356	0.015450095
-0.11902444	0.009620591	-0.0916105	-0.02609981	-0.036119297	0.084746115	-0.056605577	0.020072354	0.044034667	0.06440304	-0.04480566	-0.03180295	-0.02542341	-0.048910957	-0.14705966	-0.01435897
-0.09195604	-0.03476301	-0.057843186	-0.016110916	0.014819056	0.06010478	-0.08684314	-0.016241474	0.09704563	0.053846538	0.014988795	-0.09023593	-0.031394437	-0.0050451397	-0.12687144	0.04337729
-0.079917654	0.020004917	-0.021966264	0.033605017	-0.0764418	0.020729365	-0.031695925	0.055558145	0.052134495	0.05136579	-0.03641382	-0.08826858	0.008915192	0.00846065	-0.13421552	0.030434674
-0.011622278	-0.03463317	-0.09073049	-0.00034164518	-0.048797384	0.11118235	-0.031457208	0.04016649	0.083896734	0.0817419	0.040940907	-0.08592577	0.023335468	-0.01519881	-0.121557705	-0.001957104
-0.068697736	0.024204064	-0.019538244	-0.0009954063	-0.08560047	0.040015634	-0.025416274	0.0050156508	0.08277076	0.053828847	0.040342584	-0.008819272	-0.005797501	0.048037384	-0.10842453	0.021074079
0.0010606598	-0.074678905	-0.056777816	-0.0052513364	-0.043537878	0.093703985	0.002708743	0.051468045	0.07375914	0.032560408	-0.035035037	-0.03163648	0.020954195	0.02295461	-0.20285666	-0.015002714
-0.04112814	-0.110412665	-0.069389515	-0.030078009	-0.07539647	0.01077015	0.012043878	-0.017602246	0.0866983	0.053538375	0.02009913	-0.07431456	-0.032785993	-0.013097313	-0.11719777	-0.01574373
-0.033182576	-0.004804488	-0.073321216	-0.09774693	-0.06262309	0.008200461	-0.026314108	-0.002854958	0.012415478	-0.012203655	0.08289969	-0.13202888	0.029038753	0.0017310928	-0.057476006	0.013543428
-0.00035678878	0.014890504	-0.09621139	-0.052592322	-0.026612245	0.06788029	-0.016085625	-0.0048968387	0.010904331	0.0711412	0.020194914	-0.11842006	-0.005169395	0.06324134	-0.16144007	-0.012355335
-0.07182106	-0.007686142	-0.082410924	-0.020590423	-0.0039953175	0.014340969	-0.048133705	0.018408377	0.11611038	-0.037634086	-0.020073948	-0.043408044	-0.013070472	0.0010712978	-0.094393894	-0.034348026
0.0048652235	0.042158626	-0.0810708	0.0018390621	-0.018724443	0.050915763	0.014473882	0.08637907	0.0074469214	0.041490752	0.013966879	-0.066434026	-0.07923187	0.032075454	-0.07192782	0.06046328
